text,label,cleaned_text
Rush b and spend your whole money in this game.,1,rush b and spend your whole money in this game.
basically every round is someone with wh,0,basically every round is someone with wh
"lost a 1000$ worth of skins in csgo roll.

w game",1,"lost a 1000 worth of skins in csgo roll.

w game"
so ♥♥♥♥♥♥♥ trash. NO anti cheat. Players run the game. The creator gets no ♥♥♥♥♥♥♥,0,so  trash. no anti cheat. players run the game. the creator gets no
this game is pain,0,this game is pain
so many cheaters. no support and real-time monitoring of cheaters. useless in purchasing premier account,0,so many cheaters. no support and realtime monitoring of cheaters. useless in purchasing premier account
"The current state of the anti-cheat system in Counter-Strike 2 is a critical failure that completely compromises the competitive ecosystem and completely negates all development efforts. The absolute incompetence and impotence of the protective algorithms have turned competitive matchmaking into a total farce. Instead of fair play, players face rampant third-party software usage that the VAC system is simply incapable of detecting.
Continuous failure to detect even the most obvious, blatant cheats demonstrates the fundamental structural inadequacy of the entire security architecture. The modified protection systems on Source 2, marketed as a cutting-edge technological barrier, have proven to be purely cosmetic and utterly useless. Infrequent and isolated ban waves do not solve the problem; they merely confirm negligence during network code design and the developers' helplessness. Valve's inaction destabilizes the platform and thoroughly destroys community trust. The current anti-cheat system completely strips CS2 of its status as a legitimate esport discipline, demanding an immediate, radical overhaul before the platform's degradation becomes irreversible.",0,"the current state of the anticheat system in counterstrike 2 is a critical failure that completely compromises the competitive ecosystem and completely negates all development efforts. the absolute incompetence and impotence of the protective algorithms have turned competitive matchmaking into a total farce. instead of fair play players face rampant thirdparty software usage that the vac system is simply incapable of detecting.
continuous failure to detect even the most obvious blatant cheats demonstrates the fundamental structural inadequacy of the entire security architecture. the modified protection systems on source 2 marketed as a cuttingedge technological barrier have proven to be purely cosmetic and utterly useless. infrequent and isolated ban waves do not solve the problem they merely confirm negligence during network code design and the developers' helplessness. valve's inaction destabilizes the platform and thoroughly destroys community trust. the current anticheat system completely strips cs2 of its status as a legitimate esport discipline demanding an immediate radical overhaul before the platform's degradation becomes irreversible."
Peak Music while shotgun rushing B,1,peak music while shotgun rushing b
Volvo pls solve botting/cheating mayne,0,volvo pls solve bottingcheating mayne
"I've been playing for a very long time. Sometimes it pisses me off, sometimes it makes me happy, but I always come back to it. I love playing with friends when it registers and when it doesn't, we're all waiting for them to bring in a normal anti-cheat.",1,i've been playing for a very long time. sometimes it pisses me off sometimes it makes me happy but i always come back to it. i love playing with friends when it registers and when it doesn't we're all waiting for them to bring in a normal anticheat.
i ♥♥♥♥♥♥♥ love this ♥♥♥♥♥♥ game,1,i  love this  game
full of hackers 0 anti cheat,0,full of hackers 0 anti cheat
Great game with some nice mechanics and teamplay! However... There are soooo many cheaters in the competitive gamemodes it is really ruining the experience and the fun. I cannot recommend the game at its current state as of june 2026.,0,great game with some nice mechanics and teamplay! however... there are soooo many cheaters in the competitive gamemodes it is really ruining the experience and the fun. i cannot recommend the game at its current state as of june 2026.
ooga booga pew pew,1,ooga booga pew pew
"Multi million dollar company cant upgrade their fking anticheat, cheaters only get a ♥♥♥♥♥♥♥ vacation instead of vac, fun game tho would reccomend if you play casual and not premier",1,multi million dollar company cant upgrade their fking anticheat cheaters only get a  vacation instead of vac fun game tho would reccomend if you play casual and not premier
i recommend this game to every person csgo 2 great game,1,i recommend this game to every person csgo 2 great game
bunch of cheaters no matter if u have premium,0,bunch of cheaters no matter if u have premium
I love the community of this game and I hope cheaters see end of their loved ones before valve release better anti cheat,1,i love the community of this game and i hope cheaters see end of their loved ones before valve release better anti cheat
Counter-Strike 2 (CS2) is a tactical first-person shooter (FPS) developed and published by Valve. It operates as a round-based multiplayer game where two opposing teams—the Counter-Terrorists and the Terrorists—compete in objective-based matches (such as planting or defusing a bomb),0,counterstrike 2 cs2 is a tactical firstperson shooter fps developed and published by valve. it operates as a roundbased multiplayer game where two opposing teamsthe counterterrorists and the terroristscompete in objectivebased matches such as planting or defusing a bomb
"I got a low trust factor because I'm new to the game and don't know the mechanics or how to play. Teammates get angry and report me, so I end up in lobbies with cheaters. I bought Prime to see if I could avoid playing with cheaters, also spent money in the game, and now I'm playing to raise my trust factor so that it doesn't mean I wasted my money. However, at this rate, it seems impossible. Honestly, it sucks to be a newbie :(

It's funny to me to join a deathmatch and see all the bots leave as soon as you start spectating.",0,"i got a low trust factor because i'm new to the game and don't know the mechanics or how to play. teammates get angry and report me so i end up in lobbies with cheaters. i bought prime to see if i could avoid playing with cheaters also spent money in the game and now i'm playing to raise my trust factor so that it doesn't mean i wasted my money. however at this rate it seems impossible. honestly it sucks to be a newbie 

it's funny to me to join a deathmatch and see all the bots leave as soon as you start spectating."
Game is completely fine good balance gun wise maps could use alittle work but the thing that destroys the game is the community,0,game is completely fine good balance gun wise maps could use alittle work but the thing that destroys the game is the community
impossible to play in hawaii,0,impossible to play in hawaii
its so fun and competitive,1,its so fun and competitive
very good game 10/10 some times good and some times ♥♥♥♥,1,very good game 1010 some times good and some times
"I wouldn't recommend this game. I only play it because of my boyfriend since I love playing with him, but the solo Premier experience is awful. You run into so many cheaters it's crazy. I don't understand how Premier matchmaking can be this bad. I’m level 25 with 12k elo, and I’m getting queued against 26k elo guys spinning around and hitting impossible jump shots with AWPs.

If it wasn't for that and the state of the game right now, I’d play it a lot more. I love the game, but I just can't recommend it with how things are. The cheater issue is insane, the game is in such a bad place right now. It's giving Call of Duty: Warzone vibes...",0,"i wouldn't recommend this game. i only play it because of my boyfriend since i love playing with him but the solo premier experience is awful. you run into so many cheaters it's crazy. i don't understand how premier matchmaking can be this bad. im level 25 with 12k elo and im getting queued against 26k elo guys spinning around and hitting impossible jump shots with awps.

if it wasn't for that and the state of the game right now id play it a lot more. i love the game but i just can't recommend it with how things are. the cheater issue is insane the game is in such a bad place right now. it's giving call of duty warzone vibes..."
W game so FUN,1,w game so fun
"Just play the game. Its been around for forever. Some things changed. Some things left. Some things come back. There are weirdos in the matches you play, mute em. Its gonna suck a lot of the time but we SHOULD get better with consistency. Its fine to suck. You'll have pop offs and thatll bring you back. Ive been off and on for years. But it still fills a void in gaming when needed.",1,just play the game. its been around for forever. some things changed. some things left. some things come back. there are weirdos in the matches you play mute em. its gonna suck a lot of the time but we should get better with consistency. its fine to suck. you'll have pop offs and thatll bring you back. ive been off and on for years. but it still fills a void in gaming when needed.
takes your money and your sanity,0,takes your money and your sanity
I a$$ at this game,0,i a at this game
get team killed start of round. nothing happens to dude. i team kill him get 30 minute ban. wow. game as gone to ♥♥♥♥.,0,get team killed start of round. nothing happens to dude. i team kill him get 30 minute ban. wow. game as gone to .
I want to kill myself,0,i want to kill myself
This is game is fine!,1,this is game is fine!
i hate jumping jacks because jack is evil and he attacked me stupid stupid game,0,i hate jumping jacks because jack is evil and he attacked me stupid stupid game
"Many hackers, is what it is. Best competitive FPS out there no question.",1,many hackers is what it is. best competitive fps out there no question.
"so, one of my teammates is cheating, bhoping ,noscoping, one tapping everying one , i reported that guys several times , and hes still playing normaly , and as soon as i kill him , im getting banned",0,so one of my teammates is cheating bhoping noscoping one tapping everying one  i reported that guys several times  and hes still playing normaly  and as soon as i kill him  im getting banned
Delete russian and jews,1,delete russian and jews
so many cheaters its unplayable,0,so many cheaters its unplayable
if you like getting called a potato in russian go ahead and play the game,1,if you like getting called a potato in russian go ahead and play the game
"tm8s are very retarded
",0,tm8s are very retarded
not fun and a money grab,0,not fun and a money grab
"už sem to dohrál 
čekám na třetí díl",1,"u sem to dohrl 
ekm na tet dl"
"this is not a girl friendly game, they will vote you out/insult you.",1,this is not a girl friendly game they will vote you outinsult you.
"Spent $30,000 on cases and didn't get a knife.",0,spent 30000 on cases and didn't get a knife.
"The amount of racial slurs would double the library of Alexandria.
",1,the amount of racial slurs would double the library of alexandria.
My buddy always get's banned in Ranked :(,1,my buddy always get's banned in ranked
"not fun, trepang2 better on all fronts
trepang2 makes you rage more then this, just play rage mode",0,"not fun trepang2 better on all fronts
trepang2 makes you rage more then this just play rage mode"
mentira amo este juego pero no lo recomiendo -1000/10 basura,0,mentira amo este juego pero no lo recomiendo 100010 basura
Its okay till you get a Russian who is spin botting,1,its okay till you get a russian who is spin botting
So bad game and i hope family from this guy what make this game died from cancer...,0,so bad game and i hope family from this guy what make this game died from cancer...
CS2 is BREEDING BOTS WITH AIM ASSIST.,0,cs2 is breeding bots with aim assist.
"So my teamate is trolling, in a ranked match going afk so I shoot him and I lose 1000. This game is for neck beard losers and is only good to play when your like answering emails or cleaning your room. Otherwise play something else.",0,so my teamate is trolling in a ranked match going afk so i shoot him and i lose 1000. this game is for neck beard losers and is only good to play when your like answering emails or cleaning your room. otherwise play something else.
No more game without cheaters :) thx for valve the gaming experience is no longer the same as before ;)...so i refuse to play this game,0,no more game without cheaters  thx for valve the gaming experience is no longer the same as before ...so i refuse to play this game
makes me insanely mentally unstable and abuse multiple substances and take my bottled up aggression out on my children,1,makes me insanely mentally unstable and abuse multiple substances and take my bottled up aggression out on my children
valve is a retarded company with 0 brain to check for cheats and never learns from mistakes. As always full of imbeciles,0,valve is a retarded company with 0 brain to check for cheats and never learns from mistakes. as always full of imbeciles
Its cool im not good tho,1,its cool im not good tho
le funny cheating game,0,le funny cheating game
so good and intresting game,1,so good and intresting game
get kick 24/7 pls do not play,0,get kick 247 pls do not play
removed cases from weekly drop pool.i rarely get a case now.,0,removed cases from weekly drop pool.i rarely get a case now.
if you want to die,1,if you want to die
Crack is probably better at this point.,1,crack is probably better at this point.
"The game has a serious problem with hackers but not only that then if you don’t have the best internet in the world then you might as well not even bother firing your weapon. 

I play many shooting games and by far this is the worst for punishing people without the fastest internet speeds. Even Valorant, a similar game, is better at handling this issue. For me, who lives rurally, the game is unplayable at times",0,"the game has a serious problem with hackers but not only that then if you dont have the best internet in the world then you might as well not even bother firing your weapon. 

i play many shooting games and by far this is the worst for punishing people without the fastest internet speeds. even valorant a similar game is better at handling this issue. for me who lives rurally the game is unplayable at times"
lose to cheaters simulator,0,lose to cheaters simulator
i got called ♥♥♥♥♥♥ and hard r,1,i got called  and hard r
"This game suck, VAC not working.
Prime or not, no matter.
Reported multiple hackers, no results.",0,"this game suck vac not working.
prime or not no matter.
reported multiple hackers no results."
The body shot mechanic is useless because the bullets only hit my head,0,the body shot mechanic is useless because the bullets only hit my head
"well, tbh this game is fun to play, but what I hate most is the vibe in teams, everyone are just trolling each other, it makes me feel like some people just don't want anyone to feel happy while playing the game. even if I reported ""griefing""  or like telling him to stfu it just won't make that trolling thing stop, and I don't wanna kick someone, it just makes the battle situation imbalanced, I don't hate the game I just hate some players, and still I don't wanna see some political things or some racial slur or like some porn stuff coming in the chat, fking annoying.",0,well tbh this game is fun to play but what i hate most is the vibe in teams everyone are just trolling each other it makes me feel like some people just don't want anyone to feel happy while playing the game. even if i reported griefing  or like telling him to stfu it just won't make that trolling thing stop and i don't wanna kick someone it just makes the battle situation imbalanced i don't hate the game i just hate some players and still i don't wanna see some political things or some racial slur or like some porn stuff coming in the chat fking annoying.
You are paying this game with your soul,0,you are paying this game with your soul
"its always just one more match.
edit: why the heck does my lib show 406 hours when i havent played a min more than 400 on this a.♥♥♥♥♥ obv.
abki baar no 400 paar XD",1,"its always just one more match.
edit why the heck does my lib show 406 hours when i havent played a min more than 400 on this a. obv.
abki baar no 400 paar xd"
Trust score system is busted,0,trust score system is busted
best game to cry,1,best game to cry
everyone on here is racist . fun game though i just hate hearing the n word,0,everyone on here is racist . fun game though i just hate hearing the n word
pretty fun but recoil is so annoying on this game but ita pretty fun,1,pretty fun but recoil is so annoying on this game but ita pretty fun
very nice looking game but can give you mental problems if you are not aware.,1,very nice looking game but can give you mental problems if you are not aware.
too many caked up people in competitive can't play normally,0,too many caked up people in competitive can't play normally
funny russian go blyaaat,1,funny russian go blyaaat
"its aight but has awful anticheat, as well as servers. They should be 128 tick",0,its aight but has awful anticheat as well as servers. they should be 128 tick
i mean its good but i got a ass pc and when im 18 im prob gonna be on the streets cuz of cases,0,i mean its good but i got a ass pc and when im 18 im prob gonna be on the streets cuz of cases
"The worst game I've ever played, it's just complete crap. There's no other way to describe it. It doesn't register anything, it's completely internet-dependent, there's no rank-based matchmaking system, no proper anti-cheat, and so on. In short, it's a garbage game.",0,the worst game i've ever played it's just complete crap. there's no other way to describe it. it doesn't register anything it's completely internetdependent there's no rankbased matchmaking system no proper anticheat and so on. in short it's a garbage game.
"i lost my money, only russian play this game and cant speak english for ♥♥♥♥ they r so retarted and volvo anticheats is trash would play it again",1,i lost my money only russian play this game and cant speak english for  they r so retarted and volvo anticheats is trash would play it again
best in the business for ever CS FANBOY,1,best in the business for ever cs fanboy
more cheters than in couples,0,more cheters than in couples
first game. good gambling,1,first game. good gambling
A lot of cheaters in lower ranks. This game doesn't have any anty-cheat its. VAC = Valve Allow Cheats :),0,a lot of cheaters in lower ranks. this game doesn't have any antycheat its. vac  valve allow cheats
the game is full of cheaters and the mother company is cool about it,0,the game is full of cheaters and the mother company is cool about it
"You'll get stuck in a loop:
download the game
encounter a hacker
get angry
delete the game
get bored
download the game",1,"you'll get stuck in a loop
download the game
encounter a hacker
get angry
delete the game
get bored
download the game"
"not my cup of tea, oo ima go make some tea",0,not my cup of tea oo ima go make some tea
Valve bans legit players instead of banning cheaters,0,valve bans legit players instead of banning cheaters
best fps and gambling ever,1,best fps and gambling ever
"i hate this game is full of hakers
",0,i hate this game is full of hakers
cs2 ♥♥♥♥ gamba with playground,0,cs2  gamba with playground
this game is worse than satan him self i mean its always ♥♥♥♥ with it it crashes and then need to verify game files and it stays on 0% until i get cooldown and dont get me started on vac bcs its purely desind by a bunch of down syndrome kids i mean valve is a multi million dollar company and cant fix this ♥♥♥♥ game i would rather eat glass while being pegged by a furry goth mommy than play another minute of this ♥♥♥♥ you cant even compare cartel executions to this ♥♥♥♥♥♥♥,0,this game is worse than satan him self i mean its always  with it it crashes and then need to verify game files and it stays on 0 until i get cooldown and dont get me started on vac bcs its purely desind by a bunch of down syndrome kids i mean valve is a multi million dollar company and cant fix this  game i would rather eat glass while being pegged by a furry goth mommy than play another minute of this  you cant even compare cartel executions to this
game is ♥♥♥♥♥♥♥ garbage dont play and do not waste your money on cases not worth it at all john csgo likes to fist you in your ass when you buy ♥♥♥♥ ♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥♥ aim gun  shoots up into the ♥♥♥♥♥♥♥ moon the moment you even move a little this game is ♥♥♥♥♥♥♥ terrible horrible ♥♥♥♥ you valve,0,game is  garbage dont play and do not waste your money on cases not worth it at all john csgo likes to fist you in your ass when you buy    aim gun  shoots up into the  moon the moment you even move a little this game is  terrible horrible  you valve
i could walk into a special ed class and still find more ♥♥♥♥♥♥♥ in this game. 0/10,0,i could walk into a special ed class and still find more  in this game. 010
"very bad game, full of cheaters <3 every cheater is from russia. SA VA BAG MUMU",0,very bad game full of cheaters 3 every cheater is from russia. sa va bag mumu
CSGO WAS REALLY BETTER,1,csgo was really better
this game is very nice and entertaining,1,this game is very nice and entertaining
"Game administrators ban u for no reason, i was game mvp, got banned for griefing, yesterday was game mvp too, still got grief ban 
hope this game goes ♥♥♥♥♥ itsself",0,"game administrators ban u for no reason i was game mvp got banned for griefing yesterday was game mvp too still got grief ban 
hope this game goes  itsself"
The game great someone said i should kill myself so i give it a 10/10,1,the game great someone said i should kill myself so i give it a 1010
lots of hackers and cheaters,0,lots of hackers and cheaters
"Kurvára meg tudod tanulni hogyan kontrolláld az idegrendszered :D
",1,kurvra meg tudod tanulni hogyan kontrollld az idegrendszered d
"Do not recommend. Tried joining multiple Deathmatch rounds, only to be kicked by other players. Every. Single. Match. All knifes. Deleting the game.",0,do not recommend. tried joining multiple deathmatch rounds only to be kicked by other players. every. single. match. all knifes. deleting the game.
Worst best game I've ever played,1,worst best game i've ever played
This is the best worst game of all time,1,this is the best worst game of all time
Ther are hackers in thes game for too much please find a solution for chetar but the game is nice and good,1,ther are hackers in thes game for too much please find a solution for chetar but the game is nice and good
"voll mit cheater und das nervt
",0,voll mit cheater und das nervt
"Cheating  bots  farming at arm race, valve doesnt care. Like 15 People in server 10 of them cheating :D",0,cheating  bots  farming at arm race valve doesnt care. like 15 people in server 10 of them cheating d
for some reason i killed my friend and he swore to kill me family 10/10,1,for some reason i killed my friend and he swore to kill me family 1010
"Lowkey ganske bra gang, likte loading skjermen. Gankse mange sinte russere❤️‍🩹",1,lowkey ganske bra gang likte loading skjermen. gankse mange sinte russere
"Games godlike, fixed the anti cheat tho",1,games godlike fixed the anti cheat tho
"casino que vem um jogo junto, based!!!!

Serve só pra ficar rico",0,"casino que vem um jogo junto based!!!!

serve s pra ficar rico"
"good game but better be ready for a realtionship like your abusive ex
",1,good game but better be ready for a realtionship like your abusive ex
"Since CS2 became f2p, cheaters have taken over the game. I've had 7 games in a row with at least 2 cheaters in each match. You can report them as often as you want, but Valve doesn't seem to do anything about it. It's just a waste of lifetime.

VOLVO FIX YOUR GAME!",0,"since cs2 became f2p cheaters have taken over the game. i've had 7 games in a row with at least 2 cheaters in each match. you can report them as often as you want but valve doesn't seem to do anything about it. it's just a waste of lifetime.

volvo fix your game!"
i have no clue what i'm doing but i like it,1,i have no clue what i'm doing but i like it
Amazing game with extremely friendly and nice community. My teamates and opponents are so nice every game that this game has single handidly restored my faith in humanity. The game is also incredibly fair because VAC is so good. I have literally never ran into a singular cheater nor have I ever ran into a singular toxic person. Even the enemies on the other team are always supportive and friendly to us as well. If you are ever feeling down then this is the game to cheer you up and make you appreciate life and humanity. 10/10 Cant recommend it enough.,1,amazing game with extremely friendly and nice community. my teamates and opponents are so nice every game that this game has single handidly restored my faith in humanity. the game is also incredibly fair because vac is so good. i have literally never ran into a singular cheater nor have i ever ran into a singular toxic person. even the enemies on the other team are always supportive and friendly to us as well. if you are ever feeling down then this is the game to cheer you up and make you appreciate life and humanity. 1010 cant recommend it enough.
i managed to learn russian from this game,1,i managed to learn russian from this game
games alright. gambling is the main fun,1,games alright. gambling is the main fun
"worst ♥♥♥♥ i have ever played, valve just use the cheaters for atvertisments at this point",0,worst  i have ever played valve just use the cheaters for atvertisments at this point
This game sucks but I play it every weekend,0,this game sucks but i play it every weekend
My life: worth it for this game,1,my life worth it for this game
good game lots of fun with friends and very competetive,1,good game lots of fun with friends and very competetive
got yelled at for 30 mins straight in a different language. 10/10,1,got yelled at for 30 mins straight in a different language. 1010
"+1 VAC BAN
+1 аккаунт
+12 скинов
+FPS
-тиммейты 
-цена Prime Status",1,"1 vac ban
1 
12 
fps
 
 prime status"
"I don't understand why so many people vote for Counter-Strike 2. There isn't a single match where you don't play against a cheater, and now the game has more bots or AI than real people.

It's a good game, but it has become unplayable, and having Prime doesn't help at all; you still have cheaters in matches or bots.

FIX YOUR GAME, VALVE!",0,"i don't understand why so many people vote for counterstrike 2. there isn't a single match where you don't play against a cheater and now the game has more bots or ai than real people.

it's a good game but it has become unplayable and having prime doesn't help at all you still have cheaters in matches or bots.

fix your game valve!"
wanna get raped by cheaters play cs2!!,0,wanna get raped by cheaters play cs2!!
Greatest shooter of all time,1,greatest shooter of all time
for the love of god dont play this,0,for the love of god dont play this
Fix you're anti-cheat before thinking about skins you greed run ♥♥♥♥ of a company,0,fix you're anticheat before thinking about skins you greed run  of a company
Very Fun just watch out for grown men shouting at you,1,very fun just watch out for grown men shouting at you
Look this is such a classic experience. the community is interesting some are chill and some are evil. Now the problem is the cheaters. you need to play via face-it otherwise nearly every match will have a cheater its so sad. I've heard valve docent believe in kernel level anti cheat. but other than that the gun play is really addictive and the pro matches are a blast to watch once you know what you are looking at. skins are cool and economy/weekly drops let you farm for more games as long as you wait for sales.,0,look this is such a classic experience. the community is interesting some are chill and some are evil. now the problem is the cheaters. you need to play via faceit otherwise nearly every match will have a cheater its so sad. i've heard valve docent believe in kernel level anti cheat. but other than that the gun play is really addictive and the pro matches are a blast to watch once you know what you are looking at. skins are cool and economyweekly drops let you farm for more games as long as you wait for sales.
"very nice game i like shooting
",1,very nice game i like shooting
there isnt a single not cheating person in this game,0,there isnt a single not cheating person in this game
so if u want to argue with stupid russians u can just download this game cause there gonna be plenty of stupid and bots ones i think we should call this game argue with russian simulator,1,so if u want to argue with stupid russians u can just download this game cause there gonna be plenty of stupid and bots ones i think we should call this game argue with russian simulator
i zou get a hecker on your team it is a pretty easy game very very good game from valve,1,i zou get a hecker on your team it is a pretty easy game very very good game from valve
"Very cool game man, love it so much",1,very cool game man love it so much
"kill teammate bradar, he is dangerous",0,kill teammate bradar he is dangerous
very good lots of hackerman tho,1,very good lots of hackerman tho
married to da game  bots sit,1,married to da game  bots sit
"Couple hours in, became fluent in Russian and the game comes with a free mid life crisis. 10/10 would recommend.",1,couple hours in became fluent in russian and the game comes with a free mid life crisis. 1010 would recommend.
CHEATERS-STRIKE But I like it <3,1,cheatersstrike but i like it 3
Probably worst game ever made,0,probably worst game ever made
so fun and not stressfull,1,so fun and not stressfull
VAC is a joke. it doesn't exist. don't play for a week? goodbye trust factor. spinboters in 2026. Enemy? cheating. Team? cheating. not cheating is a self imposed handy-cap. play if you either enjoy cheating or loosing. this game is like taking a trip to hell. GLHF,0,vac is a joke. it doesn't exist. don't play for a week? goodbye trust factor. spinboters in 2026. enemy? cheating. team? cheating. not cheating is a self imposed handycap. play if you either enjoy cheating or loosing. this game is like taking a trip to hell. glhf
"I actively played the game 1001 times in elite mode over 3 years, and cheats are still present. During this time, Wolfteam received Battle Eye protection, and Rockstar Games brought Battle Eye anti-cheat protection to GTA 5 Online, but Valve still hasn't been able to eliminate cheats and farmbots in CSGO 2 and hasn't taken any measures against them. I definitely don't recommend it.",0,i actively played the game 1001 times in elite mode over 3 years and cheats are still present. during this time wolfteam received battle eye protection and rockstar games brought battle eye anticheat protection to gta 5 online but valve still hasn't been able to eliminate cheats and farmbots in csgo 2 and hasn't taken any measures against them. i definitely don't recommend it.
"♥♥♥♥♥♥♥ game with ♥♥♥♥♥♥♥ shooting with the ♥♥♥♥♥♥♥ ever community, hard to find good players in any point, always toxic.",0,game with  shooting with the  ever community hard to find good players in any point always toxic.
good game just red trust facktor :(,1,good game just red trust facktor
Games for idiots and losers,0,games for idiots and losers
i got butt ♥♥♥♥♥♥ by a dude in this game,1,i got butt  by a dude in this game
this game is nice to play for one or two games. but is a very funny game.,1,this game is nice to play for one or two games. but is a very funny game.
"Are you guys planing on doing anything for the massive amount of cheaters in every round and how they turn on their cheats every 2-3 rounds, let you go to 11 and then have crazy comeback from 11-2/11-3 and start 1 taps and headshot you from impossible angles while running. The only way you can kill them is basically if you catch them with utility in their hands. Multi billion company is enriching themselves while keeping the customer misserable is perhaps one of the craziest things in history of gaming! Valve should change their slogan to ''Anything for profit"" even removing the anti-cheat and let the bullied kids from school to get their dopamine hit for the day.",0,are you guys planing on doing anything for the massive amount of cheaters in every round and how they turn on their cheats every 23 rounds let you go to 11 and then have crazy comeback from 112113 and start 1 taps and headshot you from impossible angles while running. the only way you can kill them is basically if you catch them with utility in their hands. multi billion company is enriching themselves while keeping the customer misserable is perhaps one of the craziest things in history of gaming! valve should change their slogan to ''anything for profit even removing the anticheat and let the bullied kids from school to get their dopamine hit for the day.
Valve cheat sucks tbh but cool people,1,valve cheat sucks tbh but cool people
"Slowly, over the years counter strike fell on a level of some fun call of duty for kids, with shiny toys.
Every single major problem for the last 10 years are still there, btw.
Full corporate benefits, zero thoughts on actual community. Valve now work on a turnover, new wave comes, leaves some money and will inevitably leave the game after some time, because it is unplayable in the way ""developers"" intended.",0,"slowly over the years counter strike fell on a level of some fun call of duty for kids with shiny toys.
every single major problem for the last 10 years are still there btw.
full corporate benefits zero thoughts on actual community. valve now work on a turnover new wave comes leaves some money and will inevitably leave the game after some time because it is unplayable in the way developers intended."
"It's like CS2, but nothing has changed with CS:GO. The cheaters are still there, and they're still using cheats. The only difference is that they're using cheats in the Prime mode, and the anti-cheat doesn't care. It would be interesting to remove the patrol, as it would provide some benefit. Accounts can be purchased with Prime for just 3 packs of chewing gum. However, every son of a friend of your mother's can file a complaint against you, which will lower your trust factor. B-balance. Game 10 out of 10 phalluses",1,it's like cs2 but nothing has changed with csgo. the cheaters are still there and they're still using cheats. the only difference is that they're using cheats in the prime mode and the anticheat doesn't care. it would be interesting to remove the patrol as it would provide some benefit. accounts can be purchased with prime for just 3 packs of chewing gum. however every son of a friend of your mother's can file a complaint against you which will lower your trust factor. bbalance. game 10 out of 10 phalluses
Game makes me wanna curl into a ball and cry but so addicting to grind 10/10,1,game makes me wanna curl into a ball and cry but so addicting to grind 1010
funny how there's no fine line drawn between hackers and killing your teammates,0,funny how there's no fine line drawn between hackers and killing your teammates
its fun after the first few thousand hours,1,its fun after the first few thousand hours
Why do I have this game Installed?,1,why do i have this game installed?
it has made me a gambling addict,0,it has made me a gambling addict
I am so bad at the game but the gambling was fun until they released that x ray feature.,1,i am so bad at the game but the gambling was fun until they released that x ray feature.
they need to add csgo maps back it gets so boring,0,they need to add csgo maps back it gets so boring
thanks for give let cheaters and bots in comp and premiere solo,0,thanks for give let cheaters and bots in comp and premiere solo
"Me go pew pew, me turn a corner 4 people aiming AWPs at me",1,me go pew pew me turn a corner 4 people aiming awps at me
this is the worst ♥♥♥♥♥♥♥ game ever ♥♥♥♥♥♥♥ made,0,this is the worst  game ever  made
dirty cheaters everywhere unplayable when will vac actually do something,0,dirty cheaters everywhere unplayable when will vac actually do something
takes all ur money blyat,0,takes all ur money blyat
"to much cheater 
dont play this game for your mental health
",0,"to much cheater 
dont play this game for your mental health"
just filled with russians and non english speakers,0,just filled with russians and non english speakers
THE MOST FUN GAME EVER!! but not so fun when there are so many cheaters in low trust factor ):,1,the most fun game ever!! but not so fun when there are so many cheaters in low trust factor
Fix AI bots in DM mode. The game is unplayable.,0,fix ai bots in dm mode. the game is unplayable.
"really fun, except for all the cheaters.",1,really fun except for all the cheaters.
very very good game,1,very very good game
"the voice chat in casual is better than hell
",1,the voice chat in casual is better than hell
"There is a secret that gives players no peace,
When your accurate shot goes into the void.

You aim for the head, the crosshair is like a magnet,
And you see how the enemy trembles from your bullet.
But here he stands, as if nothing happened,
And the blood on the screen is just an illusion.

""Register it, game!"" you shout in your heart,
""My shot was accurate, I don't believe in words!""
But the server is silent, and the statistics lie,
And again resentment will grow in your soul.

You see how bullets fly through the enemy,
As if the walls are just your leg.
And it seems as if the world is a dream,
Where the rules of the game are just a strange law.",1,"there is a secret that gives players no peace
when your accurate shot goes into the void.

you aim for the head the crosshair is like a magnet
and you see how the enemy trembles from your bullet.
but here he stands as if nothing happened
and the blood on the screen is just an illusion.

register it game! you shout in your heart
my shot was accurate i don't believe in words!
but the server is silent and the statistics lie
and again resentment will grow in your soul.

you see how bullets fly through the enemy
as if the walls are just your leg.
and it seems as if the world is a dream
where the rules of the game are just a strange law."
this game made me addicted to gambling and made me brake 4 keyboards and 2 mouses,0,this game made me addicted to gambling and made me brake 4 keyboards and 2 mouses
its a good game very good,1,its a good game very good
"big waste of my time, has so many cheater both in paid and not lobby but will keep playing if a friend asks",1,big waste of my time has so many cheater both in paid and not lobby but will keep playing if a friend asks
pew pew gun game shoot peple,1,pew pew gun game shoot peple
on my first ever match last week i had a ♥♥♥♥♥♥♥ spinbotter,0,on my first ever match last week i had a  spinbotter
"Man, I have been playing this game for far too long. Valve, please fix your game! I'm tired of playing with the same bot teammates all the time. I'm posting this review hoping to unbox a knife on my third account, since you made me buy 3 accounts just because I got banned for simply trying to kill my friends. Also, fix your report system. I've had a low Trust Factor for 2 years now and I only say the N-word a couple of times per game, wym im toxic man, gaben move your fat ass and give me another knife pweaseee",0,man i have been playing this game for far too long. valve please fix your game! i'm tired of playing with the same bot teammates all the time. i'm posting this review hoping to unbox a knife on my third account since you made me buy 3 accounts just because i got banned for simply trying to kill my friends. also fix your report system. i've had a low trust factor for 2 years now and i only say the nword a couple of times per game wym im toxic man gaben move your fat ass and give me another knife pweaseee
